time,distur,freq,rocof
1,0,49.898,0.21424
0,-0.06,50,0
0.25,-0.04,49.951,0.19711
0.5,-0.02,49.941,0.036919
0.75,-0.1,49.955,-0.054826
1,0,49.899,0.22535
0,-0.04,50,0
0.25,-0.04,49.967,0.13141
0.5,-0.02,49.95,0.068415
0.75,-0.1,49.959,-0.035647
1,0,49.9,0.23645
0,-0.02,50,0
0.25,-0.04,49.984,0.065704
0.5,-0.02,49.959,0.099911
0.75,-0.1,49.963,-0.016467
1,0,49.901,0.24756
0,0,50,0
0.25,-0.04,50,0
0.5,-0.02,49.967,0.13141
0.75,-0.1,49.966,0.0027118
1,0,49.902,0.25866
0,0.02,50,0
0.25,-0.04,50.016,-0.065704
0.5,-0.02,49.976,0.1629
0.75,-0.1,49.97,0.021891
1,0,49.903,0.26977
0,0.04,50,0
0.25,-0.04,50.033,-0.13141
0.5,-0.02,49.984,0.1944
0.75,-0.1,49.974,0.04107
1,0,49.904,0.28087
0,0.06,50,0
0.25,-0.04,50.049,-0.19711
0.5,-0.02,49.993,0.22589
0.75,-0.1,49.978,0.06025
1,0,49.905,0.29198
0,0.08,50,0
0.25,-0.04,50.066,-0.26281
0.5,-0.02,50.001,0.25739
0.75,-0.1,49.981,0.079429
1,0,49.906,0.30308
0,0.1,50,0
0.25,-0.04,50.082,-0.32852
0.5,-0.02,50.01,0.28889
0.75,-0.1,49.985,0.098608
1,0,49.907,0.31419
0,-0.1,50,0
0.25,-0.02,49.918,0.32852
0.5,-0.02,49.941,-0.091776
0.75,-0.1,49.956,-0.061689
1,0,49.901,0.22232
0,-0.08,50,0
0.25,-0.02,49.934,0.26281
0.5,-0.02,49.949,-0.06028
0.75,-0.1,49.96,-0.042509
1,0,49.902,0.23342
0,-0.06,50,0
0.25,-0.02,49.951,0.19711
0.5,-0.02,49.958,-0.028784
0.75,-0.1,49.964,-0.02333
1,0,49.903,0.24453
0,-0.04,50,0
0.25,-0.02,49.967,0.13141
0.5,-0.02,49.966,0.0027118
0.75,-0.1,49.968,-0.0041508
1,0,49.904,0.25563
0,-0.02,50,0
0.25,-0.02,49.984,0.065704
0.5,-0.02,49.975,0.034208
0.75,-0.1,49.971,0.015028
1,0,49.905,0.26674
0,0,50,0
0.25,-0.02,50,0
0.5,-0.02,49.984,0.065704
0.75,-0.1,49.975,0.034208
1,0,49.906,0.27784
0,0.02,50,0
0.25,-0.02,50.016,-0.065704
0.5,-0.02,49.992,0.097199
0.75,-0.1,49.979,0.053387
1,0,49.907,0.28895
0,0.04,50,0
0.25,-0.02,50.033,-0.13141
0.5,-0.02,50.001,0.1287
0.75,-0.1,49.983,0.072566
1,0,49.908,0.30005
0,0.06,50,0
0.25,-0.02,50.049,-0.19711
0.5,-0.02,50.009,0.16019
0.75,-0.1,49.986,0.091745
1,0,49.909,0.31116
0,0.08,50,0
0.25,-0.02,50.066,-0.26281
0.5,-0.02,50.018,0.19169
0.75,-0.1,49.99,0.11092
1,0,49.909,0.32226
0,0.1,50,0
0.25,-0.02,50.082,-0.32852
0.5,-0.02,50.026,0.22318
0.75,-0.1,49.994,0.1301
1,0,49.91,0.33337
0,-0.1,50,0
0.25,0,49.918,0.32852
0.5,-0.02,49.957,-0.15748
0.75,-0.1,49.965,-0.030193
1,0,49.904,0.2415
0,-0.08,50,0
0.25,0,49.934,0.26281
0.5,-0.02,49.966,-0.12598
0.75,-0.1,49.969,-0.011013
1,0,49.905,0.2526
0,-0.06,50,0
0.25,0,49.951,0.19711
0.5,-0.02,49.974,-0.094488
0.75,-0.1,49.972,0.0081658
1,0,49.906,0.26371
0,-0.04,50,0
0.25,0,49.967,0.13141
0.5,-0.02,49.983,-0.062992
0.75,-0.1,49.976,0.027345
1,0,49.907,0.27481
0,-0.02,50,0
0.25,0,49.984,0.065704
0.5,-0.02,49.991,-0.031496
0.75,-0.1,49.98,0.046524
1,0,49.908,0.28592
0,0,50,0
0.25,0,50,0
0.5,-0.02,50,0
0.75,-0.1,49.984,0.065704
1,0,49.909,0.29702
0,0.02,50,0
0.25,0,50.016,-0.065704
0.5,-0.02,50.009,0.031496
0.75,-0.1,49.987,0.084883
1,0,49.91,0.30813
0,0.04,50,0
0.25,0,50.033,-0.13141
0.5,-0.02,50.017,0.062992
0.75,-0.1,49.991,0.10406
1,0,49.911,0.31923
0,0.06,50,0
0.25,0,50.049,-0.19711
0.5,-0.02,50.026,0.094488
0.75,-0.1,49.995,0.12324
1,0,49.912,0.33034
0,0.08,50,0
0.25,0,50.066,-0.26281
0.5,-0.02,50.034,0.12598
0.75,-0.1,49.999,0.14242
1,0,49.913,0.34144
0,0.1,50,0
0.25,0,50.082,-0.32852
0.5,-0.02,50.043,0.15748
0.75,-0.1,50.002,0.1616
1,0,49.914,0.35255
0,-0.1,50,0
0.25,0.02,49.918,0.32852
0.5,-0.02,49.974,-0.22318
0.75,-0.1,49.973,0.0013032
1,0,49.908,0.26068
0,-0.08,50,0
0.25,0.02,49.934,0.26281
0.5,-0.02,49.982,-0.19169
0.75,-0.1,49.977,0.020482
1,0,49.909,0.27178
0,-0.06,50,0
0.25,0.02,49.951,0.19711
0.5,-0.02,49.991,-0.16019
0.75,-0.1,49.981,0.039662
1,0,49.91,0.28289
0,-0.04,50,0
0.25,0.02,49.967,0.13141
0.5,-0.02,49.999,-0.1287
0.75,-0.1,49.985,0.058841
1,0,49.911,0.29399
0,-0.02,50,0
0.25,0.02,49.984,0.065704
0.5,-0.02,50.008,-0.097199
0.75,-0.1,49.988,0.07802
1,0,49.912,0.3051
0,0,50,0
0.25,0.02,50,0
0.5,-0.02,50.016,-0.065704
0.75,-0.1,49.992,0.097199
1,0,49.913,0.3162
0,0.02,50,0
0.25,0.02,50.016,-0.065704
0.5,-0.02,50.025,-0.034208
0.75,-0.1,49.996,0.11638
1,0,49.914,0.32731
0,0.04,50,0
0.25,0.02,50.033,-0.13141
0.5,-0.02,50.034,-0.0027118
0.75,-0.1,50,0.13556
1,0,49.915,0.33841
0,0.06,50,0
0.25,0.02,50.049,-0.19711
0.5,-0.02,50.042,0.028784
0.75,-0.1,50.003,0.15474
1,0,49.916,0.34952
0,0.08,50,0
0.25,0.02,50.066,-0.26281
0.5,-0.02,50.051,0.06028
0.75,-0.1,50.007,0.17392
1,0,49.917,0.36062
0,0.1,50,0
0.25,0.02,50.082,-0.32852
0.5,-0.02,50.059,0.091776
0.75,-0.1,50.011,0.1931
1,0,49.918,0.37173
0,-0.1,50,0
0.25,0.04,49.918,0.32852
0.5,-0.02,49.99,-0.28889
0.75,-0.1,49.982,0.032799
1,0,49.912,0.27986
0,-0.08,50,0
0.25,0.04,49.934,0.26281
0.5,-0.02,49.999,-0.25739
0.75,-0.1,49.986,0.051978
1,0,49.913,0.29096
0,-0.06,50,0
0.25,0.04,49.951,0.19711
0.5,-0.02,50.007,-0.22589
0.75,-0.1,49.989,0.071158
1,0,49.914,0.30207
0,-0.04,50,0
0.25,0.04,49.967,0.13141
0.5,-0.02,50.016,-0.1944
0.75,-0.1,49.993,0.090337
1,0,49.915,0.31317
0,-0.02,50,0
0.25,0.04,49.984,0.065704
0.5,-0.02,50.024,-0.1629
0.75,-0.1,49.997,0.10952
1,0,49.916,0.32428
0,0,50,0
0.25,0.04,50,0
0.5,-0.02,50.033,-0.13141
0.75,-0.1,50.001,0.1287
1,0,49.917,0.33538
0,0.02,50,0
0.25,0.04,50.016,-0.065704
0.5,-0.02,50.041,-0.099911
0.75,-0.1,50.004,0.14787
1,0,49.918,0.34649
0,0.04,50,0
0.25,0.04,50.033,-0.13141
0.5,-0.02,50.05,-0.068415
0.75,-0.1,50.008,0.16705
1,0,49.919,0.35759
0,0.06,50,0
0.25,0.04,50.049,-0.19711
0.5,-0.02,50.059,-0.036919
0.75,-0.1,50.012,0.18623
1,0,49.92,0.36869
0,0.08,50,0
0.25,0.04,50.066,-0.26281
0.5,-0.02,50.067,-0.0054236
0.75,-0.1,50.016,0.20541
1,0,49.921,0.3798
0,0.1,50,0
0.25,0.04,50.082,-0.32852
0.5,-0.02,50.076,0.026072
0.75,-0.1,50.019,0.22459
1,0,49.922,0.3909
0,-0.1,50,0
0.25,0.06,49.918,0.32852
0.5,-0.02,50.007,-0.35459
0.75,-0.1,49.99,0.064295
1,0,49.916,0.29903
0,-0.08,50,0
0.25,0.06,49.934,0.26281
0.5,-0.02,50.015,-0.32309
0.75,-0.1,49.994,0.083474
1,0,49.917,0.31014
0,-0.06,50,0
0.25,0.06,49.951,0.19711
0.5,-0.02,50.024,-0.2916
0.75,-0.1,49.998,0.10265
1,0,49.918,0.32124
0,-0.04,50,0
0.25,0.06,49.967,0.13141
0.5,-0.02,50.032,-0.2601
0.75,-0.1,50.002,0.12183
1,0,49.919,0.33235
0,-0.02,50,0
0.25,0.06,49.984,0.065704
0.5,-0.02,50.041,-0.22861
0.75,-0.1,50.005,0.14101
1,0,49.92,0.34345
0,0,50,0
0.25,0.06,50,0
0.5,-0.02,50.049,-0.19711
0.75,-0.1,50.009,0.16019
1,0,49.921,0.35456
0,0.02,50,0
0.25,0.06,50.016,-0.065704
0.5,-0.02,50.058,-0.16561
0.75,-0.1,50.013,0.17937
1,0,49.922,0.36566
0,0.04,50,0
0.25,0.06,50.033,-0.13141
0.5,-0.02,50.066,-0.13412
0.75,-0.1,50.017,0.19855
1,0,49.923,0.37677
0,0.06,50,0
0.25,0.06,50.049,-0.19711
0.5,-0.02,50.075,-0.10262
0.75,-0.1,50.021,0.21773
1,0,49.924,0.38787
0,0.08,50,0
0.25,0.06,50.066,-0.26281
0.5,-0.02,50.083,-0.071127
0.75,-0.1,50.024,0.23691
1,0,49.925,0.39898
0,0.1,50,0
0.25,0.06,50.082,-0.32852
0.5,-0.02,50.092,-0.039631
0.75,-0.1,50.028,0.25609
1,0,49.925,0.41008
0,-0.1,50,0
0.25,0.08,49.918,0.32852
0.5,-0.02,50.023,-0.42029
0.75,-0.1,49.999,0.095791
1,0,49.919,0.31821
0,-0.08,50,0
0.25,0.08,49.934,0.26281
0.5,-0.02,50.031,-0.3888
0.75,-0.1,50.003,0.11497
1,0,49.92,0.32932
0,-0.06,50,0
0.25,0.08,49.951,0.19711
0.5,-0.02,50.04,-0.3573
0.75,-0.1,50.007,0.13415
1,0,49.921,0.34042
0,-0.04,50,0
0.25,0.08,49.967,0.13141
0.5,-0.02,50.049,-0.32581
0.75,-0.1,50.01,0.15333
1,0,49.922,0.35153
0,-0.02,50,0
0.25,0.08,49.984,0.065704
0.5,-0.02,50.057,-0.29431
0.75,-0.1,50.014,0.17251
1,0,49.923,0.36263
0,0,50,0
0.25,0.08,50,0
0.5,-0.02,50.066,-0.26281
0.75,-0.1,50.018,0.19169
1,0,49.924,0.37374
0,0.02,50,0
0.25,0.08,50.016,-0.065704
0.5,-0.02,50.074,-0.23132
0.75,-0.1,50.022,0.21087
1,0,49.925,0.38484
0,0.04,50,0
0.25,0.08,50.033,-0.13141
0.5,-0.02,50.083,-0.19982
0.75,-0.1,50.025,0.23005
1,0,49.926,0.39595
0,0.06,50,0
0.25,0.08,50.049,-0.19711
0.5,-0.02,50.091,-0.16833
0.75,-0.1,50.029,0.24922
1,0,49.927,0.40705
0,0.08,50,0
0.25,0.08,50.066,-0.26281
0.5,-0.02,50.1,-0.13683
0.75,-0.1,50.033,0.2684
1,0,49.928,0.41816
0,0.1,50,0
0.25,0.08,50.082,-0.32852
0.5,-0.02,50.108,-0.10533
0.75,-0.1,50.037,0.28758
1,0,49.929,0.42926
0,-0.1,50,0
0.25,0.1,49.918,0.32852
0.5,-0.02,50.039,-0.486
0.75,-0.1,50.008,0.12729
1,0,49.923,0.33739
0,-0.08,50,0
0.25,0.1,49.934,0.26281
0.5,-0.02,50.048,-0.4545
0.75,-0.1,50.011,0.14647
1,0,49.924,0.3485
0,-0.06,50,0
0.25,0.1,49.951,0.19711
0.5,-0.02,50.056,-0.42301
0.75,-0.1,50.015,0.16565
1,0,49.925,0.3596
0,-0.04,50,0
0.25,0.1,49.967,0.13141
0.5,-0.02,50.065,-0.39151
0.75,-0.1,50.019,0.18482
1,0,49.926,0.37071
0,-0.02,50,0
0.25,0.1,49.984,0.065704
0.5,-0.02,50.074,-0.36001
0.75,-0.1,50.023,0.204
1,0,49.927,0.38181
0,0,50,0
0.25,0.1,50,0
0.5,-0.02,50.082,-0.32852
0.75,-0.1,50.026,0.22318
1,0,49.928,0.39292
0,0.02,50,0
0.25,0.1,50.016,-0.065704
0.5,-0.02,50.091,-0.29702
0.75,-0.1,50.03,0.24236
1,0,49.929,0.40402
0,0.04,50,0
0.25,0.1,50.033,-0.13141
0.5,-0.02,50.099,-0.26553
0.75,-0.1,50.034,0.26154
1,0,49.93,0.41513
0,0.06,50,0
0.25,0.1,50.049,-0.19711
0.5,-0.02,50.108,-0.23403
0.75,-0.1,50.038,0.28072
1,0,49.931,0.42623
0,0.08,50,0
0.25,0.1,50.066,-0.26281
0.5,-0.02,50.116,-0.20253
0.75,-0.1,50.041,0.2999
1,0,49.932,0.43734
0,0.1,50,0
0.25,0.1,50.082,-0.32852
0.5,-0.02,50.125,-0.17104
0.75,-0.1,50.045,0.31908
1,0,49.933,0.44844
0,-0.1,50,0
0.25,-0.1,49.918,0.32852
0.5,0,49.875,0.17104
0.75,-0.1,49.938,-0.25338
1,0,49.894,0.1771
0,-0.08,50,0
0.25,-0.1,49.934,0.26281
0.5,0,49.884,0.20253
0.75,-0.1,49.942,-0.2342
1,0,49.895,0.1882
0,-0.06,50,0
0.25,-0.1,49.951,0.19711
0.5,0,49.892,0.23403
0.75,-0.1,49.946,-0.21502
1,0,49.896,0.19931
0,-0.04,50,0
0.25,-0.1,49.967,0.13141
0.5,0,49.901,0.26553
0.75,-0.1,49.95,-0.19584
1,0,49.897,0.21041
0,-0.02,50,0
0.25,-0.1,49.984,0.065704
0.5,0,49.909,0.29702
0.75,-0.1,49.953,-0.17666
1,0,49.898,0.22152
0,0,50,0
0.25,-0.1,50,0
0.5,0,49.918,0.32852
0.75,-0.1,49.957,-0.15748
1,0,49.899,0.23262
0,0.02,50,0
0.25,-0.1,50.016,-0.065704
0.5,0,49.926,0.36001
0.75,-0.1,49.961,-0.1383
1,0,49.9,0.24373
0,0.04,50,0
0.25,-0.1,50.033,-0.13141
0.5,0,49.935,0.39151
0.75,-0.1,49.965,-0.11912
1,0,49.901,0.25483
0,0.06,50,0
0.25,-0.1,50.049,-0.19711
0.5,0,49.944,0.42301
0.75,-0.1,49.969,-0.099942
1,0,49.902,0.26594
0,0.08,50,0
0.25,-0.1,50.066,-0.26281
0.5,0,49.952,0.4545
0.75,-0.1,49.972,-0.080762
1,0,49.903,0.27704
0,0.1,50,0
0.25,-0.1,50.082,-0.32852
0.5,0,49.961,0.486
0.75,-0.1,49.976,-0.061583
1,0,49.904,0.28815
0,-0.1,50,0
0.25,-0.08,49.918,0.32852
0.5,0,49.892,0.10533
0.75,-0.1,49.947,-0.22188
1,0,49.898,0.19628
0,-0.08,50,0
0.25,-0.08,49.934,0.26281
0.5,0,49.9,0.13683
0.75,-0.1,49.951,-0.2027
1,0,49.899,0.20738
0,-0.06,50,0
0.25,-0.08,49.951,0.19711
0.5,0,49.909,0.16833
0.75,-0.1,49.955,-0.18352
1,0,49.9,0.21849
0,-0.04,50,0
0.25,-0.08,49.967,0.13141
0.5,0,49.917,0.19982
0.75,-0.1,49.958,-0.16434
1,0,49.901,0.22959
0,-0.02,50,0
0.25,-0.08,49.984,0.065704
0.5,0,49.926,0.23132
0.75,-0.1,49.962,-0.14516
1,0,49.902,0.2407
0,0,50,0
0.25,-0.08,50,0
0.5,0,49.934,0.26281
0.75,-0.1,49.966,-0.12598
1,0,49.903,0.2518
0,0.02,50,0
0.25,-0.08,50.016,-0.065704
0.5,0,49.943,0.29431
0.75,-0.1,49.97,-0.1068
1,0,49.904,0.26291
0,0.04,50,0
0.25,-0.08,50.033,-0.13141
0.5,0,49.951,0.32581
0.75,-0.1,49.973,-0.087625
1,0,49.905,0.27401
0,0.06,50,0
0.25,-0.08,50.049,-0.19711
0.5,0,49.96,0.3573
0.75,-0.1,49.977,-0.068446
1,0,49.906,0.28512
0,0.08,50,0
0.25,-0.08,50.066,-0.26281
0.5,0,49.969,0.3888
0.75,-0.1,49.981,-0.049266
1,0,49.907,0.29622
0,0.1,50,0
0.25,-0.08,50.082,-0.32852
0.5,0,49.977,0.42029
0.75,-0.1,49.985,-0.030087
1,0,49.908,0.30733
0,-0.1,50,0
0.25,-0.06,49.918,0.32852
0.5,0,49.908,0.039631
0.75,-0.1,49.956,-0.19038
1,0,49.902,0.21546
0,-0.08,50,0
0.25,-0.06,49.934,0.26281
0.5,0,49.917,0.071127
0.75,-0.1,49.959,-0.1712
1,0,49.903,0.22656
0,-0.06,50,0
0.25,-0.06,49.951,0.19711
0.5,0,49.925,0.10262
0.75,-0.1,49.963,-0.15203
1,0,49.904,0.23767
0,-0.04,50,0
0.25,-0.06,49.967,0.13141
0.5,0,49.934,0.13412
0.75,-0.1,49.967,-0.13285
1,0,49.905,0.24877
0,-0.02,50,0
0.25,-0.06,49.984,0.065704
0.5,0,49.942,0.16561
0.75,-0.1,49.971,-0.11367
1,0,49.906,0.25987
0,0,50,0
0.25,-0.06,50,0
0.5,0,49.951,0.19711
0.75,-0.1,49.974,-0.094488
1,0,49.907,0.27098
0,0.02,50,0
0.25,-0.06,50.016,-0.065704
0.5,0,49.959,0.22861
0.75,-0.1,49.978,-0.075308
1,0,49.908,0.28208
0,0.04,50,0
0.25,-0.06,50.033,-0.13141
0.5,0,49.968,0.2601
0.75,-0.1,49.982,-0.056129
1,0,49.909,0.29319
0,0.06,50,0
0.25,-0.06,50.049,-0.19711
0.5,0,49.976,0.2916
0.75,-0.1,49.986,-0.03695
1,0,49.91,0.30429
0,0.08,50,0
0.25,-0.06,50.066,-0.26281
0.5,0,49.985,0.32309
0.75,-0.1,49.989,-0.017771
1,0,49.911,0.3154
0,0.1,50,0
0.25,-0.06,50.082,-0.32852
0.5,0,49.993,0.35459
0.75,-0.1,49.993,0.0014086
1,0,49.912,0.3265
0,-0.1,50,0
0.25,-0.04,49.918,0.32852
0.5,0,49.924,-0.026072
0.75,-0.1,49.964,-0.15889
1,0,49.905,0.23463
0,-0.08,50,0
0.25,-0.04,49.934,0.26281
0.5,0,49.933,0.0054236
0.75,-0.1,49.968,-0.13971
1,0,49.906,0.24574
0,-0.06,50,0
0.25,-0.04,49.951,0.19711
0.5,0,49.941,0.036919
0.75,-0.1,49.972,-0.12053
1,0,49.907,0.25684
0,-0.04,50,0
0.25,-0.04,49.967,0.13141
0.5,0,49.95,0.068415
0.75,-0.1,49.975,-0.10135
1,0,49.908,0.26795
0,-0.02,50,0
0.25,-0.04,49.984,0.065704
0.5,0,49.959,0.099911
0.75,-0.1,49.979,-0.082171
1,0,49.909,0.27905
0,0,50,0
0.25,-0.04,50,0
0.5,0,49.967,0.13141
0.75,-0.1,49.983,-0.062992
1,0,49.91,0.29016
0,0.02,50,0
0.25,-0.04,50.016,-0.065704
0.5,0,49.976,0.1629
0.75,-0.1,49.987,-0.043812
1,0,49.911,0.30126
0,0.04,50,0
0.25,-0.04,50.033,-0.13141
0.5,0,49.984,0.1944
0.75,-0.1,49.99,-0.024633
1,0,49.912,0.31237
0,0.06,50,0
0.25,-0.04,50.049,-0.19711
0.5,0,49.993,0.22589
0.75,-0.1,49.994,-0.005454
1,0,49.913,0.32347
0,0.08,50,0
0.25,-0.04,50.066,-0.26281
0.5,0,50.001,0.25739
0.75,-0.1,49.998,0.013725
1,0,49.914,0.33458
0,0.1,50,0
0.25,-0.04,50.082,-0.32852
0.5,0,50.01,0.28889
0.75,-0.1,50.002,0.032904
1,0,49.915,0.34568
0,-0.1,50,0
0.25,-0.02,49.918,0.32852
0.5,0,49.941,-0.091776
0.75,-0.1,49.973,-0.12739
1,0,49.909,0.25381
0,-0.08,50,0
0.25,-0.02,49.934,0.26281
0.5,0,49.949,-0.06028
0.75,-0.1,49.976,-0.10821
1,0,49.91,0.26492
0,-0.06,50,0
0.25,-0.02,49.951,0.19711
0.5,0,49.958,-0.028784
0.75,-0.1,49.98,-0.089034
1,0,49.911,0.27602
0,-0.04,50,0
0.25,-0.02,49.967,0.13141
0.5,0,49.966,0.0027118
0.75,-0.1,49.984,-0.069854
1,0,49.912,0.28713
0,-0.02,50,0
0.25,-0.02,49.984,0.065704
0.5,0,49.975,0.034208
0.75,-0.1,49.988,-0.050675
1,0,49.913,0.29823
0,0,50,0
0.25,-0.02,50,0
0.5,0,49.984,0.065704
0.75,-0.1,49.991,-0.031496
1,0,49.914,0.30934
0,0.02,50,0
0.25,-0.02,50.016,-0.065704
0.5,0,49.992,0.097199
0.75,-0.1,49.995,-0.012317
1,0,49.915,0.32044
0,0.04,50,0
0.25,-0.02,50.033,-0.13141
0.5,0,50.001,0.1287
0.75,-0.1,49.999,0.0068626
1,0,49.916,0.33155
0,0.06,50,0
0.25,-0.02,50.049,-0.19711
0.5,0,50.009,0.16019
0.75,-0.1,50.003,0.026042
1,0,49.917,0.34265
0,0.08,50,0
0.25,-0.02,50.066,-0.26281
0.5,0,50.018,0.19169
0.75,-0.1,50.006,0.045221
1,0,49.918,0.35376
0,0.1,50,0
0.25,-0.02,50.082,-0.32852
0.5,0,50.026,0.22318
0.75,-0.1,50.01,0.0644
1,0,49.919,0.36486
0,-0.1,50,0
0.25,0,49.918,0.32852
0.5,0,49.957,-0.15748
0.75,-0.1,49.981,-0.095896
1,0,49.913,0.27299
0,-0.08,50,0
0.25,0,49.934,0.26281
0.5,0,49.966,-0.12598
0.75,-0.1,49.985,-0.076717
1,0,49.914,0.2841
0,-0.06,50,0
0.25,0,49.951,0.19711
0.5,0,49.974,-0.094488
0.75,-0.1,49.989,-0.057538
1,0,49.915,0.2952
0,-0.04,50,0
0.25,0,49.967,0.13141
0.5,0,49.983,-0.062992
0.75,-0.1,49.992,-0.038358
1,0,49.916,0.30631
0,-0.02,50,0
0.25,0,49.984,0.065704
0.5,0,49.991,-0.031496
0.75,-0.1,49.996,-0.019179
1,0,49.917,0.31741
0,0,50,0
0.25,0,50,0
0.5,0,50,0
0.75,-0.1,50,0
1,0,49.918,0.32852
0,0.02,50,0
0.25,0,50.016,-0.065704
0.5,0,50.009,0.031496
0.75,-0.1,50.004,0.019179
1,0,49.919,0.33962
0,0.04,50,0
0.25,0,50.033,-0.13141
0.5,0,50.017,0.062992
0.75,-0.1,50.008,0.038358
1,0,49.92,0.35073
0,0.06,50,0
0.25,0,50.049,-0.19711
0.5,0,50.026,0.094488
0.75,-0.1,50.011,0.057538
1,0,49.921,0.36183
0,0.08,50,0
0.25,0,50.066,-0.26281
0.5,0,50.034,0.12598
0.75,-0.1,50.015,0.076717
1,0,49.922,0.37294
0,0.1,50,0
0.25,0,50.082,-0.32852
0.5,0,50.043,0.15748
0.75,-0.1,50.019,0.095896
1,0,49.923,0.38404
0,-0.1,50,0
0.25,0.02,49.918,0.32852
0.5,0,49.974,-0.22318
0.75,-0.1,49.99,-0.0644
1,0,49.917,0.29217
0,-0.08,50,0
0.25,0.02,49.934,0.26281
0.5,0,49.982,-0.19169
0.75,-0.1,49.994,-0.045221
1,0,49.918,0.30328
0,-0.06,50,0
0.25,0.02,49.951,0.19711
0.5,0,49.991,-0.16019
0.75,-0.1,49.997,-0.026042
1,0,49.919,0.31438
0,-0.04,50,0
0.25,0.02,49.967,0.13141
0.5,0,49.999,-0.1287
0.75,-0.1,50.001,-0.0068626
1,0,49.92,0.32549
0,-0.02,50,0
0.25,0.02,49.984,0.065704
0.5,0,50.008,-0.097199
0.75,-0.1,50.005,0.012317
1,0,49.921,0.33659
0,0,50,0
0.25,0.02,50,0
0.5,0,50.016,-0.065704
0.75,-0.1,50.009,0.031496
1,0,49.922,0.3477
0,0.02,50,0
0.25,0.02,50.016,-0.065704
0.5,0,50.025,-0.034208
0.75,-0.1,50.012,0.050675
1,0,49.923,0.3588
0,0.04,50,0
0.25,0.02,50.033,-0.13141
0.5,0,50.034,-0.0027118
0.75,-0.1,50.016,0.069854
1,0,49.924,0.36991
0,0.06,50,0
0.25,0.02,50.049,-0.19711
0.5,0,50.042,0.028784
0.75,-0.1,50.02,0.089034
1,0,49.925,0.38101
0,0.08,50,0
0.25,0.02,50.066,-0.26281
0.5,0,50.051,0.06028
0.75,-0.1,50.024,0.10821
1,0,49.926,0.39212
0,0.1,50,0
0.25,0.02,50.082,-0.32852
0.5,0,50.059,0.091776
0.75,-0.1,50.027,0.12739
1,0,49.927,0.40322
0,-0.1,50,0
0.25,0.04,49.918,0.32852
0.5,0,49.99,-0.28889
0.75,-0.1,49.998,-0.032904
1,0,49.92,0.31135
0,-0.08,50,0
0.25,0.04,49.934,0.26281
0.5,0,49.999,-0.25739
0.75,-0.1,50.002,-0.013725
1,0,49.921,0.32246
0,-0.06,50,0
0.25,0.04,49.951,0.19711
0.5,0,50.007,-0.22589
0.75,-0.1,50.006,0.005454
1,0,49.922,0.33356
0,-0.04,50,0
0.25,0.04,49.967,0.13141
0.5,0,50.016,-0.1944
0.75,-0.1,50.01,0.024633
1,0,49.923,0.34467
0,-0.02,50,0
0.25,0.04,49.984,0.065704
0.5,0,50.024,-0.1629
0.75,-0.1,50.013,0.043812
1,0,49.924,0.35577
0,0,50,0
0.25,0.04,50,0
0.5,0,50.033,-0.13141
0.75,-0.1,50.017,0.062992
1,0,49.925,0.36688
0,0.02,50,0
0.25,0.04,50.016,-0.065704
0.5,0,50.041,-0.099911
0.75,-0.1,50.021,0.082171
1,0,49.926,0.37798
0,0.04,50,0
0.25,0.04,50.033,-0.13141
0.5,0,50.05,-0.068415
0.75,-0.1,50.025,0.10135
1,0,49.927,0.38909
0,0.06,50,0
0.25,0.04,50.049,-0.19711
0.5,0,50.059,-0.036919
0.75,-0.1,50.028,0.12053
1,0,49.928,0.40019
0,0.08,50,0
0.25,0.04,50.066,-0.26281
0.5,0,50.067,-0.0054236
0.75,-0.1,50.032,0.13971
1,0,49.929,0.4113
0,0.1,50,0
0.25,0.04,50.082,-0.32852
0.5,0,50.076,0.026072
0.75,-0.1,50.036,0.15889
1,0,49.93,0.4224
0,-0.1,50,0
0.25,0.06,49.918,0.32852
0.5,0,50.007,-0.35459
0.75,-0.1,50.007,-0.0014086
1,0,49.924,0.33053
0,-0.08,50,0
0.25,0.06,49.934,0.26281
0.5,0,50.015,-0.32309
0.75,-0.1,50.011,0.017771
1,0,49.925,0.34164
0,-0.06,50,0
0.25,0.06,49.951,0.19711
0.5,0,50.024,-0.2916
0.75,-0.1,50.014,0.03695
1,0,49.926,0.35274
0,-0.04,50,0
0.25,0.06,49.967,0.13141
0.5,0,50.032,-0.2601
0.75,-0.1,50.018,0.056129
1,0,49.927,0.36385
0,-0.02,50,0
0.25,0.06,49.984,0.065704
0.5,0,50.041,-0.22861
0.75,-0.1,50.022,0.075308
1,0,49.928,0.37495
0,0,50,0
0.25,0.06,50,0
0.5,0,50.049,-0.19711
0.75,-0.1,50.026,0.094488
1,0,49.929,0.38606
0,0.02,50,0
0.25,0.06,50.016,-0.065704
0.5,0,50.058,-0.16561
0.75,-0.1,50.029,0.11367
1,0,49.93,0.39716
0,0.04,50,0
0.25,0.06,50.033,-0.13141
0.5,0,50.066,-0.13412
0.75,-0.1,50.033,0.13285
1,0,49.931,0.40827
0,0.06,50,0
0.25,0.06,50.049,-0.19711
0.5,0,50.075,-0.10262
0.75,-0.1,50.037,0.15203
1,0,49.932,0.41937
0,0.08,50,0
0.25,0.06,50.066,-0.26281
0.5,0,50.083,-0.071127
0.75,-0.1,50.041,0.1712
1,0,49.933,0.43047
0,0.1,50,0
0.25,0.06,50.082,-0.32852
0.5,0,50.092,-0.039631
